id,label
n1962,"Raeymaeckers P, 2013, Brit J Soc Work, V43, P1170, Doi 10.1093/bjsw/bcs048"
n1963,"Howe Kr, 2012, J Mix Method Res, V6, P89, Doi 10.1177/1558689812437187"
n1964,"Kenis P, 2009, Public Admin, V87, P440, Doi 10.1111/j.1467-9299.2009.01775.x"
n1965,"Agranoff R., 2007, Managing Networks Ad"
n1966,"Small Ml, 2011, Annu Rev Sociol, V37, P57, Doi 10.1146/annurev.soc.012809.102657"
n1967,"Wunsch G, 2010, B Methodol Sociol, V106, P5, Doi Doi 10.1177/0759106309360114"
n1968,"Burt Rs, 1976, Soc Forces, V55, P93, Doi 10.2307/2577097"
n1969,"Foster-fishman Pg, 2001, Am J Commun Psychol, V29, P875, Doi 10.1023/a:1012915631956"
n1970,"Robins G, 2007, Soc Networks, V29, P169, Doi 10.1016/j.socnet.2006.08.004"
n1971,"Atouba Y, 2010, J Commun, V60, P293, Doi 10.1111/j.1460-2466.2010.01483.x"
n1972,"Laumann Eo, 1978, Annu Rev Sociol, V4, P455, Doi 10.1146/annurev.so.04.080178.002323"
n1973,"Provan Kg, 2003, Health Educ Behav, V30, P646, Doi 10.1177/1090198103255366"
n1974,"Chaskin Rj, 2001, Urban Aff Rev, V36, P291, Doi 10.1177/10780870122184876"
n1975,"Mizruchi Ms, 2006, Soc Networks, V28, P187, Doi 10.1016/j.socnet.2005.06.002"
n1976,"Kenis P, 2002, Acad Manage Rev, V27, P275, Doi 10.5465/amr.2002.6588029"
n1977,"Lindencrona F, 2009, Public Manag Rev, V11, P191, Doi 10.1080/14719030802685404"
n1978,"Marsden P. V., 1982, Social Structure Net"
n1979,"Provan Kg, 2008, J Publ Adm Res Theor, V18, P229, Doi 10.1093/jopart/mum015"
n1980,"Harrigan N., 2007, Pnet Dummies Intro E"
n1981,"Provan Kg, 2001, Public Admin Rev, V61, P414, Doi 10.1111/0033-3352.00045"
n1982,"Brass D. J., 1995, Res Personnel Human, V13, P39"
n1983,"Lemieux-charles L, 2005, Gerontologist, V45, P456"
n1984,"Lawrence Pr, 1967, Admin Sci Quart, V12, P1, Doi 10.2307/2391211"
n1985,"Otoole Lj, 1997, Public Admin Rev, V57, P45, Doi 10.2307/976691"
n1986,"Malm A, 2010, Secur J, V23, P52, Doi 10.1057/sj.2009.18"
n1987,"Gliwa B, 2016, Lect Notes Artif Int, V9662, P109, Doi 10.1007/978-3-319-39324-7_10"
n1988,"Gliwa B., 2012, Ieee Acm Int C Adv S"
n1989,"Zygmunt A., 2014, Ency Social Network, P1598"
n1990,"Lacomme L, 2011, Adv Intel Soft Compu, V88, P211, Doi 10.1007/978-3-642-19875-5_27"
n1991,"Leskovec J., 2010, P 19 Int C World Wid, P641, Doi Doi 10.1145/1772690.1772756"
n1992,"Saganowski S, 2015, Entropy-switz, V17, P3053, Doi 10.3390/e17053053"
n1993,"Franchi E., 2011, Business Social Netw"
n1994,"Costa A., 1996, P Int C Mult Syst Ky"
n1995,"Fox Ms, 1981, Ieee T Syst Man Cyb, V11, P70, Doi 10.1109/tsmc.1981.4308580"
n1996,"Tambe M, 1997, J Artif Intell Res, V7, P83"
n1997,"Palla G, 2005, Nature, V435, P814, Doi 10.1038/nature03607"
n1998,"Demazeau Y., 1996, 1 Nat S Par Distr Ai"
n1999,"Gliwa B, 2012, Lect Notes Comput Sc, V7710, P475, Doi 10.1007/978-3-642-35386-4_35"
n2000,"Weerdt M.m., 2011, Auton Agent Multiage, V25, P46"
n2001,"Zygmunt A, 2012, J Univers Comput Sci, V18, P577"
n2002,"Davidsson P, 2001, Lect Notes Artif Int, V1979, P97"
n2003,"Gliwa B., 2013, Aisc, V226, P303"
n2004,"Horling B, 2004, Knowl Eng Rev, V19, P281, Doi 10.1017/s0269888905000317"
n2005,"Jaccard P, 1912, New Phytol, V11, P37, Doi Doi 10.1111/j.1469-8137.1912.tb05611.x"
n2006,"Eyal R., 2013, Acm T Knowl Discov D, V8, P14"
n2007,"Sina S, 2015, Soc Netw Anal Min, V5, Doi 10.1007/s13278-015-0296-7"
n2008,"Lamarche-perrin R., 2013, Lncs Lnai, V7879, P157, Doi Doi 10.1007/978-3-642-38073-0_14"
n2009,"Suominen A, 2016, P Ann Hicss, P4515, Doi 10.1109/hicss.2016.561"
n2010,"Maggie (chunhui) Liu A., 2014, Int J Accounting Inf, V22, P237"
n2011,"Peltonen J, 2010, Lect Notes Bus Inf, V51, P163"
n2012,"Basole Rc, 2008, Ibm Syst J, V47, P53"
n2013,"Heracleous L., 2001, Asia Pacific J Manag, V18, P137, Doi 10.1023/a:1010655621305"
n2014,"Horton J, 2012, J Bus Finan Account, V39, P399, Doi 10.1111/j.1468-5957.2011.02276.x"
n2015,"Iansiti M, 2004, Keystone Advantage W"
n2016,"Krackhardt D., 1993, Q Harvard Business R, V71"
n2017,"Clarysse B, 2007, Small Bus Econ, V29, P243, Doi 10.1007/s11187-006-9033-y"
n2018,"Russell M., 2015, Spatial Dimension In"
n2019,"Hawarden R. J., 2011, Gender Management In, V26, P532"
n2020,"Kaleva, 2015, Pocketgamer"
n2021,"Russell M., 2011, Tripl Hel 9 Int C St"
n2022,"Lappalainen, 2015, Talouselama"
n2023,"Halinen A, 2012, Ind Market Manag, V41, P215, Doi 10.1016/j.indmarman.2012.01.006"
n2024,"Stuart Te, 2010, J Financ Econ, V97, P174, Doi 10.1016/j.jfineco.2010.03.012"
n2025,"Tekes, 2014, Gam Ind Finl"
n2026,"Kallionpaa K., 2013, Helsingin Sanomat"
n2027,"Haythornthwaite C., 1996, Lib Inform Sci Res, V18, P323, Doi Doi 10.1016/s0740-8188(96)90003-1"
n2028,"Green Dg, 2005, Ecol Complex, V2, P117, Doi 10.1016/j.ecocom.2004.11.006"
n2029,"Moore Jf, 1993, Harvard Bus Rev, V71, P75"
n2030,"Latva, 2014, Pocketgamer"
n2031,"Durst S., 2013, P Cocr 2013 Bound Cr, P16"
n2032,"Larcker Df, 2013, J Account Econ, V55, P225, Doi 10.1016/j.jacceco.2013.01.006"
n2033,"Santos R. L., 2009, Board Interlocking B"
n2034,"Watts Dj, 2004, Annu Rev Sociol, V30, P243, Doi 10.1146/annurev.soc.30.020404.104342"
n2035,"Coleman J., 1994, Fdn Social Theory"
n2036,"Liu Yy, 2011, Nature, V473, P167, Doi 10.1038/nature10011"
n2037,"Ritala Paavo, 2009, International Journal Of Innovation Management, V13, P569, Doi 10.1142/s136391960900242x"
n2038,"Hou Xn, 2016, Cin-comput Inform Nu, V34, P47, Doi 10.1097/cin.0000000000000181"
n2039,"Melin G, 1996, Scientometrics, V36, P363, Doi 10.1007/bf02129600"
n2040,"Batagelj V, 2008, Pajek Reference Manu"
n2041,"Hou H, 2008, Scientometrics, V75, P189, Doi 10.1007/s11192-007-1771-3"
n2042,"Yu Q, 2013, Int J Cardiol, V167, P786, Doi 10.1016/j.ijcard.2012.03.019"
n2043,"Guo Fj, 2013, Stud Sci Sci, V31, P309"
n2044,"Wang Y, 2005, Scientometrics, V62, P183, Doi 10.1007/s11192-005-0013-9"
n2045,"Wagner Cs, 2005, Res Policy, V34, P1608, Doi 10.1016/j.respol.2005.08.002"
n2046,"Zhang Hy, 2013, Chin J Med Lib Inf S, V22, P18"
n2047,"Katz Js, 1997, Res Policy, V26, P1, Doi 10.1016/s0048-7333(96)00917-1"
n2048,"Lee B, 2011, J Inf Sci, V37, P67, Doi 10.1177/0165551510392147"
n2049,"Vuckovic-dekic L, 2003, Arch Oncology, V11, P211, Doi 10.2298/aoo0303211v"
n2050,"Ayanegui-santiago H, 2009, Lect Notes Computer, P213"
n2051,"Chinchilla-rodriguez Z, 2010, Inform Visual, V9, P277, Doi 10.1057/ivs.2009.31"
n2052,"Tutoky G, 2011, Lect Notes Artif Int, V6922, P409, Doi 10.1007/978-3-642-23935-9_40"
n2053,"Guo Fj, 2013, Stud Sci Sci, V31, P184"
n2054,"Mccormick Ka, 2007, J Am Med Inform Assn, V14, P19, Doi 10.1197/jamia.m1996"
n2055,"Newman Mej, 2004, Lect Notes Phys, V650, P337"
n2056,"Tseng Cy, 2012, Lect Notes Computer, P459"
n2057,"Yu Q, 2011, Scientometrics, V89, P553, Doi 10.1007/s11192-011-0465-z"
n2058,"Yan Ej, 2010, Scientometrics, V83, P115, Doi 10.1007/s11192-009-0027-9"
n2059,"Kretschmer H, 2004, Scientometrics, V61, P405, Doi 10.1023/b:scie.0000045118.68430.fd"
n2060,"Yu Q, 2013, Int J Cardiol, V167, P631, Doi 10.1016/j.ijcard.2012.09.134"
n2061,"Qiu Jp, 2010, Lib Tribune, V30, P140"
n2062,"Kronegger L, 2012, Scientometrics, V90, P631, Doi 10.1007/s11192-011-0493-8"
n2063,"Yin Lc, 2006, Inform Process Manag, V42, P1599, Doi 10.1016/j.ipm.2006.03.021"
n2064,"Mcculloh Ian, 2013, Social Network Anal"
n2065,"Melin G, 2000, Res Policy, V29, P31, Doi 10.1016/s0048-7333(99)00031-1"
n2066,"Chinchilla-rodriguez Z, 2012, Scientometrics, V93, P699, Doi 10.1007/s11192-012-0794-6"
n2067,"Qiu Jp, 1985, J Acad Lib Inform Sc, V8, P22"
n2068,"Li Cl, 2013, J Intell, V31, P38"
n2069,"Uddin S, 2012, Scientometrics, V90, P687, Doi 10.1007/s11192-011-0511-x"
n2070,"Qiu Jp, 2008, Eval Manage, V6, P1"
n2071,"Garcia Md, 2016, Rev Esp Investig Soc, P23, Doi 10.5477/cis/reis.153.23"
n2072,"Lazarsfeld Pf, 1944, Peoples Choice Voter"
n2073,"Demarzo Pm, 2003, Q J Econ, V118, P909, Doi 10.1162/00335530360698469"
n2074,"Gulati R, 1995, Acad Manage J, V38, P85, Doi 10.2307/256729"
n2075,"Rusinowska Agnieszka, 2011, P 12 Int C Rel Alg M, P22"
n2076,"Jones C, 1997, Acad Manage Rev, V22, P911, Doi 10.5465/amr.1997.9711022109"
n2077,"Allen T.j., 1977, Role Person Person C"
n2078,"Galloway Alex, 2004, Protocol Control Exi"
n2079,"Fresno Miguel Del, 2011, Prof Inform, V205, P548"
n2080,"Dorsey Joey, 2012, Twitter Takes Pulse"
n2081,"Weimann G, 1994, Influentials People"
n2082,"Basille Damien, 2009, Social Media Influen"
n2083,"Sun Eric, 2009, P Aaai Int C Webl So"
n2084,"Ahuja G, 2000, Admin Sci Quart, V45, P425, Doi 10.2307/2667105"
n2085,"Burt R. S., 2000, Res Org Behav"
n2086,"Uzzi B, 1997, Admin Sci Quart, V42, P35, Doi 10.2307/2393808"
n2087,"Mitchell W. J., 1995, City Bits Space Plac"
n2088,"Daly A, 2010, Social Network Theor"
n2089,"O'keefe G., 1982, Communication Yb, V5, P667"
n2090,"Geere Duncan, 2010, Wired"
n2091,"Robinson Jp, 1976, Public Opin Quart, V40, P304, Doi 10.1086/268307"
n2092,"Van Den Ban A. W., 1964, Gazette, Vx, P237"
n2093,"Fresno Miguel Del, 2011, Netnografia Investig"
n2094,"Gladwell M., 2000, Tipping Point Little"
n2095,"Rogers E. M., 1981, Communication Networ"
n2096,"Stuart Te, 1998, Admin Sci Quart, V43, P668, Doi 10.2307/2393679"
n2097,"Lessig L., 2008, Remix Making Art Com"
n2098,"Katz E., 1955, Personal Influence P"
n2099,"Bostian Lr, 1970, Journalism Quart, V47, P109"
n2100,"Del Fresno M., 2014, Qualitative Social W, V13, P85"
n2101,"Gorry Anthony, 2009, Corporate Reputation, V12, P195"
n2102,"Straley B., 2010, Target Social Media"
n2103,"Baker We, 1992, J Math Sociol, V16, P305"
n2104,"Degenne A., 1999, Intro Social Network"
n2105,"Howard Pn, 2002, New Media Soc, V4, P550, Doi 10.1177/146144402321466813"
n2106,"Friedkin Ne, 1990, J Math Sociol, V15, P193"
n2107,"Lessig L., 2000, Code Other Laws Cybe"
n2108,"Hoede C, 1982, J Math Sociol, V8, P309"
n2109,"Moreno J. L., 1934, Nervous Mental Dis M, V58"
n2110,"Del Fresno Miguel, 2012, Consumidor Social Re"
n2111,"Larsson Ao, 2012, New Media Soc, V14, P729, Doi 10.1177/1461444811422894"
n2112,"Brass Dj, 1993, Acad Manage J, V36, P441, Doi 10.2307/256588"
n2113,"Simmel George, 1971, Dev Social Network A"
n2114,"Friedkin Ne, 1997, Soc Networks, V19, P209, Doi 10.1016/s0378-8733(96)00298-5"
n2115,"Rogers Em, 1962, Public Opin Quart, V26, P435, Doi 10.1086/267118"
n2116,"Kadushin C., 2012, Understanding Social"
n2117,"Booth Norman, 2011, Corporate Communications, V16, P184, Doi 10.1108/13563281111156853"
n2118,"Degroot Mh, 1974, J Am Stat Assoc, V69, P118, Doi 10.2307/2285509"
n2119,"Burt Rs, 1997, Soc Networks, V19, P355, Doi 10.1016/s0378-8733(97)00003-8"
n2120,"Durkheim E., 1997, Suicide Study Sociol"
n2121,"Christakis N., 2009, Connected"
n2122,"Matthew Fuller, 2003, Blip Essays Culture"
n2123,"Hansen D, 2010, Anal Social Media Ne"
n2124,"Rogers Everett M., 1961, Res B, P882"
n2125,"Schelling T. C., 1978, Micromotives Macrobe"
n2126,"Biddix Jp, 2008, New Media Soc, V10, P871, Doi 10.1177/1461444808096249"
n2127,"Easley D., 2010, Networks Crowds Mark"
n2128,"Burt Rs, 1982, Structural Theory Ac"
n2129,"Elmer G, 2013, New Media Soc, V15, P18, Doi 10.1177/1461444812457328"
n2130,"Everton S. F., 2011, Connections, V32, P12"
n2131,"Schultz F, 2011, Public Relat Rev, V37, P20, Doi 10.1016/j.pubrev.2010.12.001"
n2132,"Arceneaux N, 2010, New Media Soc, V12, P1262, Doi 10.1177/1461444809360773"
n2133,"Flap H, 2002, Conventions Structur"
n2134,"Burt R, 1992, Structural Holes Str"
n2135,"Golbeck J., 2013, Anal Social Web"
n2136,"Levy Mr, 1978, Public Opin Quart, V42, P402, Doi 10.1086/268463"
n2137,"Raider Holly, 2001, Companion Org"
n2138,"Freberg K, 2011, Public Relat Rev, V37, P90, Doi 10.1016/j.pubrev.2010.11.001"
n2139,"Lovejoy K, 2012, Public Relat Rev, V38, P313, Doi 10.1016/j.pubrev.2012.01.005"
n2140,"Lenart S, 1994, Shaping Political At"
n2141,"Fazito D, 2015, Int Migr, V53, P183, Doi 10.1111/imig.12034"
n2142,"Bean F., 2004, Int Migration Prospe"
n2143,"Bicalho J., 1989, Yes Eu Sou Brazuca"
n2144,"Hagan Jm, 1998, Am Sociol Rev, V63, P55, Doi 10.2307/2657477"
n2145,"Mitchell C, 2003, Fronteiras Cruzadas"
n2146,"Sayad A., 1998, Imigracao Paradoxos"
n2147,"Macdonald Js, 1964, Milbank Fund Q, V42, P82, Doi 10.2307/3348581"
n2148,"Martes A. C., 2000, Brasileiros Nos Esta"
n2149,"Freeman Lc, 1987, Am Anthropol, V89, P310, Doi 10.1525/aa.1987.89.2.02a00020"
n2150,"Singhanetra-renard A., 1992, Int Migration System"
n2151,"Choldin Hm, 1973, Int Migr Rev, V7, P163, Doi 10.2307/3002426"
n2152,"Margolis M., 2003, Fronteiras Cruzadas"
n2153,"Massey Ds, 1998, Worlds Motion Unders"
n2154,"Casciaro T, 1998, Soc Networks, V20, P331, Doi 10.1016/s0378-8733(98)00008-2"
n2155,"Massey D. S., 1987, Return Aztlan Social"
n2156,"Martin P., 1998, Migration Mexico Us, V3"
n2157,"Martes A.c. Braga, 1999, Cenas Brasil Migrant"
n2158,"Sayad A., 2000, Travessia, V13, P7"
n2159,"Carvalho J. A. M., 2001, Migracoes Int Contri"
n2160,"Mccarty C, 1997, Soc Networks, V19, P303, Doi 10.1016/s0378-8733(96)00302-4"
n2161,"Cornelius W. A., 2004, Controlling Immigrat"
n2162,"Fazito D., 2006, Social Networks"
n2163,"Spaan E, 1994, Int Migr Rev, V28, P93, Doi 10.2307/2547027"
n2164,"Boyd M, 1989, Int Migr Rev, V23, P638, Doi 10.2307/2546433"
n2165,"Goza F., 2003, Fronteiras Cruzadas"
n2166,"Fusco W., 2001, Migracoes Int Contri, P427"
n2167,"Assis G., 1999, Fronteiras Cruzadas"
n2168,"Cnpd (conselho Nacional De Populacao E Desenvolvimento), 2005, Sem Com 10 An Cnpd"
n2169,"Goza F, 1994, Int Migr Rev, V28, P136, Doi 10.2307/2547029"
n2170,"Fawcett Jt, 1989, Int Migr Rev, V23, P671, Doi 10.2307/2546434"
n2171,"Soares W. C., 2002, Thesis"
n2172,"Brewer Dd, 2000, Soc Networks, V22, P29, Doi 10.1016/s0378-8733(99)00017-9"
n2173,"Eelens F, 1990, Int Migr Rev, V24, P297, Doi 10.2307/2546553"
n2174,"Tilly Charles, 1990, Immigration Reconsid"
n2175,"Castro G., 1998, Migration Mexico Us, V3"
n2176,"Tilly C, 1967, Int J Comp Sociol, V8, P139, Doi 10.1177/002071526700800201"
n2177,"Fazito D., 2005, Thesis"
n2178,"Sales T., 1998, Brasileiros Longe Ca"
n2179,"Margolis M., 1994, Little Brazil Imigra"
n2180,"Killworth Pd, 1976, Hum Organ, V35, P269"
n2181,"Cpmi (comissao Parlamentar Mista De Inquerito), 2006, Rel Fin Cpmi Em"
n2182,"Faist T., 2000, Volume Dynamics Int"
n2183,"Goss J. D., 1995, Int Migr Rev, V24, P317"
n2184,"Fusco W., 2006, 15 Nat M Braz Ass Po"
n2185,"Castles S., 2003, Age Migration"
n2186,"Mccarty C, 2002, J Social Structure, V23"
n2187,"Kritz M. M., 1992, Int Migration System"
n2188,"Muniz Nm, 2015, Asia-pac Educ Res, V24, P613, Doi 10.1007/s40299-014-0207-0"
n2189,"Sierra G., 2003, Apuntes Ciencia Tecn, V7, P30"
n2190,"Borgatti Sp, 1992, Connections, V15, P12"
n2191,"Borgatti S. P., 2011, Sage Hdb Social Netw, P417"
n2192,"Otte E., 2002, J Information Sci, V28, P443"
n2193,"Barnes J, 1972, Social Networks"
n2194,"Choo C.w., 1998, Knowing Org Org Use"
n2195,"Crane D., 1972, Invisible Coll Diffu"
n2196,"De Castro R, 1999, Math Intell, V21, P51"
n2197,"Anklam P., 2003, Knowledge Management"
n2198,"Vasquez J. I., 2008, Rev Hispana Analisis, V14, P1"
n2199,"Molina J. L., 2002, Rev Hispana Analisis, V1, P1"
n2200,"Marin A., 2011, Sage Hdb Social Netw, P11"
n2201,"Borner K, 2007, Environ Plann B, V34, P808, Doi 10.1068/b3302t"
n2202,"Scott J., 2011, Sage Hdb Social Netw"
n2203,"Senge P., 1990, Quinta Disciplina Co"
n2204,"Breiger Rl, 1974, Soc Forces, V53, P181, Doi 10.2307/2576011"
n2205,"Blau P. M., 1994, Structural Context O"
n2206,"Selnes F, 2003, J Marketing, V67, P80, Doi 10.1509/jmkg.67.3.80.18656"
n2207,"Casanueva C., 2007, Rev Espanola Financi, V36, P707"
n2208,"Hanneman R. A., 2011, Sage Hdb Social Netw, P364"
n2209,"Wasche H, 2015, Sport Manag Rev, V18, P542, Doi 10.1016/j.smr.2015.01.003"
n2210,"Chelladurai P., 2009, Managing Org Sport P"
n2211,"Robins G., 2013, Exponential Random G, P16"
n2212,"Cobbs J. B, 2011, J Business Ind Marke, V26, P590"
n2213,"Wasche H., 2010, Journal Of Sport & Tourism, V15, P191, Doi 10.1080/14775085.2010.513146"
n2214,"Weed M, 2003, J Sport Manage, V17, P258"
n2215,"Dickson G., 2008, International Journal Of Sport Management And Marketing, V3, P163"
n2216,"Salient O., 2011, Eur Sport Manag Q, V11, P397"
n2217,"Thibault L, 1997, J Sport Manage, V11, P45"
n2218,"Brandenburger A. M., 1996, Coopetition 1 Revolu"
n2219,"Buhler A., 2010, Relationship Marketi"
n2220,"Carey M., 2014, Managing Leisure, V19, P105, Doi 10.1080/13606719.2013.859458"
n2221,"Robins G, 2012, Policy Stud J, V40, P375, Doi 10.1111/j.1541-0072.2012.00458.x"
n2222,"Dickson G., 2005, Sport Management Rev, V8, P145, Doi Doi 10.1016/s1441-3523(05)70037-1"
n2223,"Robins Garry, 2011, Sage Hdb Social Netw, P484"
n2224,"Brandes U., 2014, Hdb Graph Drawing Vi, P803"
n2225,"Wang P., 2009, Pnet User Manual"
n2226,"Pechlaner H, 2012, Int J Contemp Hosp M, V24, P925, Doi 10.1108/09596111211247245"
n2227,"Gibson Hj, 2012, Sport Manag Rev, V15, P160, Doi 10.1016/j.smr.2011.08.013"
n2228,"Hinch Td, 2004, Sport Tourism Dev"
n2229,"Seevers M. T., 2010, J Retailing, V86, P356"
n2230,"Brandes U, 2004, Math Visual, P321"
n2231,"Fourie J, 2011, Tourism Manage, V32, P1364, Doi 10.1016/j.tourman.2011.01.011"
n2232,"Brass D., 2009, Social Capital Reach, P260"
n2233,"Harrison-hill T., 2005, Sport Soc, V8, P302, Doi Doi 10.1080/17430430500102150"
n2234,"Veal A. J., 2014, Res Methods Sport St"
n2235,"Tuppen J., 2000, International Journal Of Tourism Research, V2, P327"
n2236,"Wasche H, 2013, Eur Sport Manag Q, V13, P404, Doi 10.1080/16184742.2013.811608"
n2237,"Wolfe R, 2002, J Bus Res, V55, P611, Doi 10.1016/s0148-2963(00)00191-0"
n2238,"Jamal Tb, 1995, Ann Tourism Res, V22, P186, Doi 10.1016/0160-7383(94)00067-3"
n2239,"Zagnoli P., 2010, Sport Soc, V13, P1532, Doi 10.1080/17430437.2010.520941"
n2240,"Buhalis D, 2000, Tourism Manage, V21, P97, Doi 10.1016/s0261-5177(99)00095-3"
n2241,"Quatman C, 2008, J Sport Manage, V22, P338"
n2242,"Lusher D., 2010, Measurement In Physical Education And Exercise Science, V14, P211, Doi 10.1080/1091367x.2010.495559"
n2243,"Devine A., 2010, Journal Of Policy Research In Tourism, Leisure And Events, V2, P93, Doi 10.1080/19407963.2010.482269"
n2244,"Pieters M, 2012, J Sport Manage, V26, P433"
n2245,"Wasche H., 2013, Journal Of Sport & Tourism, V18, P81, Doi 10.1080/14775085.2013.826593"
n2246,"Cousens L., 1996, European J Sport Man, V3, P48"
n2247,"Raab J, 2009, J Manage Inquiry, V18, P198, Doi 10.1177/1056492609337493"
n2248,"Wasche H., 2015, Social Network Unpub"
n2249,"Cousens L., 2012, International Journal Of Sport Management And Marketing, V12, P198, Doi 10.1504/ijsmm.2012.052667"
n2250,"Van Raaij D. P. A. M., 2006, Int Public Manag J, V9, P249, Doi 10.1080/10967490600899549"
n2251,"Snijders Tom A. B., 2011, Annu Rev Sociol, V37, P129"
n2252,"Varda D., 2012, Am J Public Health, V102, P564"
n2253,"Wang P., 2009, Pnet Program Simulat"
n2254,"Woratschek H, 2014, Eur Sport Manag Q, V14, P6"
n2255,"Brownson Rc, 2010, J Phys Act Health, V7, Ps242"
n2256,"Rubenstein Di, 2015, Plos One, V10, Doi 10.1371/journal.pone.0138645"
n2257,"Rubenstein D.i., 1982, P91"
n2258,"Nunez Cmv, 2015, Behav Ecol, V26, P138, Doi 10.1093/beheco/aru163"
n2259,"Archie Ea, 2014, P Roy Soc B-biol Sci, V281, Doi 10.1098/rspb.2014.1261"
n2260,"Danon L, 2005, J Stat Mech-theory E, Doi 10.1088/1742-5468/2005/09/p09008"
n2261,"Macker J. P., 2012, Mil Comm C 2012 Mico, P1"
n2262,"Wey T, 2008, Anim Behav, V75, P333, Doi 10.1016/j.anbehav.2007.06.020"
n2263,"Du N, 2010, Lect Notes Artif Int, V6321, P393"
n2264,"Cai D., 2005, P 3 Int Worksh Link, P58, Doi [doi 10.1145/1134271.1134280, Http://doi.acm.org/10.1145/1134271.1134280]"
n2265,"Berger-wolf T, 2010, Link Mining: Models, Algorithms, And Applications, P307, Doi 10.1007/978-1-4419-6515-8_12"
n2266,"Student, 1908, Biometrika, V6, P1, Doi [10.1093/biomet/6.1.1, Doi 10.1093/bi0met/6.1.1]"
n2267,"Tong H., 2008, Kdd, P686"
n2268,"Nicosia V., 2013, Temporal Networks, P15, Doi Doi 10.1007/978-3-642-36461-7_2"
n2269,"Kumar R, 2005, World Wide Web, V8, P159, Doi 10.1007/s11280-004-4872-4"
n2270,"Croft Dp, 2008, Exploring Animal Social Networks, P1"
n2271,"Sundaresan Sr, 2007, Oecologia, V151, P140, Doi 10.1007/s00442-006-0553-6"
n2272,"Blonder B, 2012, Methods Ecol Evol, V3, P958, Doi 10.1111/j.2041-210x.2012.00236.x"
n2273,"Backstrom L., 2006, Kdd, P44"
n2274,"Spiliopoulou M., 2006, Kdd 2006, P706"
n2275,"Berger-wolf T. Y., 2006, Kdd 06, P523"
n2276,"Rubenstein D. I., 1986, Ecological Aspects S"
n2277,"Mucha Pj, 2010, Science, V328, P876, Doi 10.1126/science.1184819"
n2278,"Bhadra A, 2009, Ecol Complex, V6, P48, Doi 10.1016/j.ecocom.2008.10.004"
n2279,"Boser B, 1992, P 5 Ann Worksh Comp, V5, P144, Doi Doi 10.1145/130385.130401"
n2280,"Tantipathananandh C, 2009, Kdd-09: 15th Acm Sigkdd Conference On Knowledge Discovery And Data Mining, P827"
n2281,"Krause J, 2015, Animal Social Networks, P1"
n2282,"Falkowski T., 2006, P 2006 Ieee Wic Acm, P52, Doi Doi 10.1109/wi.2006.118"
n2283,"Gillespie Jh, 1974, Genetics, V76, P601"
n2284,"Yang T., 2009, Sdm, P990"
n2285,"Escalera S, 2010, Int C Mult Int Works, P52, Doi [http://doi.acm.org/10.1145/1891903.1891967, Doi 10.1145/1891903.1891967]"
n2286,"Falkowski T, 2009, Thesis U Magdeburg"
n2287,"Rubenstein Di, 2009, Reproductive Skew In Vertebrates: Proximate And Ultimate Causes, P196, Doi 10.1017/cbo9780511641954.010"
n2288,"Wasserman S, 2003, Dynamic Social Netwo, P195"
n2289,"West Db, 1999, Intro Graph Theory"
n2290,"Crofoot Mc, 2011, Am J Primatol, V73, P821, Doi 10.1002/ajp.20959"
n2291,"Rozenshtein P, 2014, Lect Notes Computer, V8725, P678, Doi Doi 10.1007/978-3-662-44851-9_43"
n2292,"Huffman Ma, 2008, Curr Dir Psychol Sci, V17, P410, Doi 10.1111/j.1467-8721.2008.00616.x"
n2293,"Caceres R. S., 2013, Temporal Networks, P65, Doi [doi 10.1007/978-3-642-36461-7_4, Http://dx.doi.org/10.1007/978-3-642-36461-7-4]"
n2294,"Freeman Lc, 2003, Dynamic Social Network Modeling And Analysis, P39"
n2295,"Habiba Tantipathananandh C, 2013, Siam Worksh Netw Sci"
n2296,"Lin Yr, 2008, P 17 Int C World Wid, P685, Doi [10.1145/1367497.1367590., Doi 10.1145/1367497.1367590]"
n2297,"Holme P, 2012, Phys Rep, V519, P97, Doi 10.1016/j.physrep.2012.03.001"
n2298,"Hinde Ra, 1983, Primate Social Relat"
n2299,"Kempe D, 2002, J Comput Syst Sci, V64, P820, Doi 10.1006/jcss.2002.1829"
n2300,"Kleinberg Jm, 2003, Adv Neural Inform Pr, P463"
n2301,"Breiger R. L., 2003, Dynamic Social Netwo"
n2302,"Cormen T., 2001, Intro Algorithms"
n2303,"Ghani S, 2013, Ieee T Vis Comput Gr, V19, P2032, Doi 10.1109/tvcg.2013.223"
n2304,"Tantipathananandh C, 2013, Tehsis U Illinois Ch"
n2305,"Fortunato S., 2012, Comput Complex, P490, Doi Doi 10.1007/978-1-4614-1800-9_33"
n2306,"Krebs J. R., 1993, Intro Behav Ecology"
n2307,"Holme P, 2013, Understing Comple"
n2308,"Iriberri A, 2009, Acm Comput Surv, V41, Doi 10.1145/1459352.1459356"
n2309,"Shen Zq, 2006, Ieee T Vis Comput Gr, V12, P1427, Doi 10.1109/tvcg.2006.107"
n2310,"Porter M.a., 2009, Not Am Math Soc, V56, P1082, Doi Doi 10.1063/1.3194108"
n2311,"Rubenstein Di, 2015, Animal Social Networks, P184"
n2312,"Jaccard P, 1901, B Soc Vaud Sci Nat, V37, P241, Doi [doi 10.5169/seals-266440, 10.5169/seals-266440]"
n2313,"Farine Dr, 2015, Animal Behav Online"
